file,size_kb,status
at-the-army-school.md,17.2,done
the-raid.md,28.6,done
before-the-push.md,25.1,done
battle.md,87.3,done
escape.md,36.8,done
at-the-depot.md,31.4,done
rouen-in-february.md,22.7,done
the-second-battalion.md,88.2,done
hospital-and-convalescence.md,42.1,done
independent-action.md,92.4,done
