file,size_kb,status
endnotes.md,0.7,todo
industry-as-a-profession.md,49.7,todo
introductory.md,10.0,todo
porro-unum-necessarium.md,7.4,todo
property-and-creative-work.md,49.7,todo
rights-and-functions.md,17.5,todo
the-acquisitive-society.md,19.2,todo
the-condition-of-efficiency.md,35.3,todo
the-functional-society.md,11.1,todo
the-nemesis-of-industrialism.md,29.5,todo
the-position-of-the-brain-worker.md,29.4,todo
the-vicious-circle.md,24.0,todo
