file,size_kb,status
00-epigraph.md,0.1,done
01-i.md,23.2,done
02-ii.md,28.3,done
03-iii.md,27.7,done
04-iv.md,24.8,done
05-v.md,31.8,done
06-vi.md,26.1,done
07-vii.md,11.6,done
08-viii.md,9.9,done
09-ix.md,43.5,done
10-x.md,28.0,done
11-xi.md,25.9,done
12-xii.md,19.0,done
13-xiii.md,14.4,done
14-xiv.md,21.9,done
15-xv.md,7.2,done
16-xvi.md,28.7,done
17-xvii.md,17.4,done
18-xviii.md,36.4,done
19-xix.md,13.3,done
20-xx.md,14.7,done
21-xxi.md,49.2,done
22-xxii.md,11.8,done
