file,size_kb,status
chapter-1.md,31.8,todo
chapter-2.md,22.4,todo
chapter-3.md,26.2,todo
chapter-4.md,30.3,todo
chapter-5.md,46.4,todo
chapter-6.md,41.6,todo
chapter-7.md,43.4,todo
chapter-8.md,53.9,todo
chapter-9.md,59.6,todo
chapter-10.md,51.7,todo
chapter-11.md,34.2,todo
chapter-12.md,56.7,todo
chapter-13.md,49.9,todo
chapter-14.md,58.8,todo
appendix.md,35.4,todo
endnotes.md,0.1,todo
introduction.md,12.1,todo
preamble.md,0.3,todo
